generation,ranking,house_area,area_change_rate
2,6,31.122930999999994,-0.5415325943972826
2,7,32.899433,-0.515363199779917
2,8,41.398582000000125,-0.3901634622660887
2,9,33.97319199999998,-0.4995458108915581
2,10,22.455394999999978,-0.6692128165103015
2,11,36.292655000000025,-0.46537813613105705
2,12,33.71459599999998,-0.5033551512528255
2,13,37.349649000000085,-0.44980771003855097
2,14,28.964238999999967,-0.573331974755622
2,15,30.964369999999988,-0.5438683336083413
2,16,23.25724499999997,-0.6574008798651785
2,17,36.91578800000011,-0.4561988538245327
2,18,24.232705999999975,-0.6430315046306726
2,19,24.164178999999958,-0.6440409659794043
2,20,38.61772300000015,-0.4311278949243418
2,21,39.85319800000011,-0.41292829097518285
2,22,36.07845000000004,-0.4685335590768305
2,23,25.587603999999974,-0.6230726977009426
2,24,28.194426999999976,-0.5846719642457454
2,25,24.419443999999984,-0.640280694098482
2,26,24.048839999999966,-0.6457400081452854
2,27,27.217669999999977,-0.5990604306692418
2,28,39.120834000000166,-0.42371663938095494
2,29,30.39337499999996,-0.552279578560243
2,30,33.32465199999994,-0.5090993600489174
2,31,44.90100300000033,-0.33856980390535885
2,32,37.368714000000026,-0.44952686627458194
2,33,38.762839000000135,-0.4289902120682047
2,34,33.00420899999995,-0.5138197596428229
2,35,33.94320500000003,-0.49998754506151105
2,36,34.92017500000003,-0.48559594096575004
2,37,42.1027400000002,-0.379790612376262
2,38,37.36837000000014,-0.4495319336889419
2,39,31.113715999999965,-0.5416683392325824
3,0,31.40080099999997,-0.5374393315232038
3,1,43.14130500000025,-0.3644916612234992
3,2,47.77440500000037,-0.2962421336678199
3,3,38.61276200000011,-0.43120097469948293
3,4,25.31881899999999,-0.6270321307509634
3,5,41.4940240000002,-0.38875751993612084
3,6,33.94795599999999,-0.4999175587660686
3,7,35.56219900000002,-0.47613837806414944
3,8,41.11459300000022,-0.39434686324621065
3,9,38.79599800000013,-0.4285017516239625
3,10,41.40788100000013,-0.3900264800389102
3,11,39.120834000000166,-0.42371663938095494
3,12,41.03134700000011,-0.3955731480600302
3,13,35.131334000000024,-0.48248538820644654
3,14,40.87110800000014,-0.39793360564695734
3,15,31.09974699999996,-0.5418741145558919
3,16,38.37556100000012,-0.4346951484029932
3,17,33.405477999999945,-0.5079087239058998
3,18,23.61808799999998,-0.652085353700888
3,19,33.94185700000005,-0.5000074022549978
3,20,29.815002999999983,-0.560799493034662
3,21,38.29554600000007,-0.43587383782203676
3,22,35.90405200000001,-0.47110259084965156
3,23,41.51792100000017,-0.38840549667739643
3,24,40.89584000000019,-0.3975692821237201
3,25,40.94269000000015,-0.3968791415340543
3,26,31.50212099999996,-0.5359468012234173
3,27,31.510815999999977,-0.5358187164330831
3,28,31.90120999999997,-0.5300678787519256
3,29,33.352974999999994,-0.5086821380228522
3,30,27.084441999999964,-0.6010229931127867
3,31,35.11356900000004,-0.4827470818580028
3,32,35.92586300000006,-0.47078129615592157
3,33,34.281755000000025,-0.49500041386339866
3,34,24.924409999999973,-0.6328421128177673
3,35,35.942265000000035,-0.470539680660688
3,36,31.39963499999997,-0.537456507700953
3,37,38.12046900000006,-0.43845287184587967
3,38,30.121600999999977,-0.556283042137959
3,39,42.061971000000206,-0.38039117463240096
4,0,31.40080099999997,-0.5374393315232038
4,1,43.14130500000025,-0.3644916612234992
4,2,36.871254000000064,-0.45685487775239264
4,3,31.951716999999967,-0.5293238674229549
4,4,30.159604999999974,-0.5557232106978378
4,5,47.886259000000365,-0.29459442853406226
4,6,37.388055000000094,-0.4492419567944371
4,7,35.895967000000006,-0.471221689818007
4,8,37.05743800000009,-0.4541122281142609
4,9,47.05988000000037,-0.30676769833871426
4,10,38.26471900000014,-0.43632794591077956
4,11,44.278415000000244,-0.34774105789552523
4,12,32.566698999999986,-0.5202646563212633
4,13,42.85272500000022,-0.36874269156215356
4,14,38.38062100000009,-0.43462061027313853
4,15,39.31706800000012,-0.4208259446430132
4,16,45.22388500000031,-0.33381347575439496
4,17,43.24562700000025,-0.36295490889489346
4,18,45.83282700000035,-0.32484323902114676
4,19,40.205439000000155,-0.40773947963164564
4,20,34.45127,-0.4925033128589742
4,21,39.95613700000012,-0.41141191142001365
4,22,31.623321999999973,-0.5341614067814073
4,23,39.91538600000014,-0.41201220852074966
4,24,43.2658910000003,-0.36265640283493533
4,25,31.347235999999974,-0.5382283898089131
4,26,40.211311000000094,-0.4076529800469609
4,27,37.49299900000014,-0.44769604187358364
4,28,40.54710200000012,-0.4027064912797315
4,29,38.189869000000066,-0.4374305504601197
4,30,32.680018000000004,-0.518595370483901
4,31,35.25926400000003,-0.48060086983641387
4,32,38.46402400000007,-0.4333920127149755
4,33,30.365890999999966,-0.552684441398373
4,34,32.04040299999996,-0.5280174467541149
4,35,37.22128100000006,-0.4516986805233816
4,36,37.16119300000008,-0.45258382818083864
4,37,43.63854900000024,-0.3571668316105199
4,38,35.90931300000002,-0.47102509181780006
4,39,32.06159399999997,-0.5277052851909211
5,0,31.40080099999997,-0.5374393315232038
5,1,43.14130500000025,-0.3644916612234992
5,2,43.44375400000026,-0.3600363286471059
5,3,43.14130500000025,-0.3644916612234992
5,4,34.69133100000003,-0.4889670089081539
5,5,34.73774100000001,-0.48828334989499694
5,6,48.333173000000336,-0.28801100288859466
5,7,49.33420600000039,-0.27326493021206133
5,8,42.30860200000028,-0.376758088959614
5,9,51.04534300000051,-0.24805841797769404
5,10,39.26847100000017,-0.42154182003759133
5,11,51.331924000000505,-0.24383683461958963
5,12,47.44257900000037,-0.3011302145921881
5,13,47.05988000000037,-0.30676769833871426
5,14,45.57705500000029,-0.3286109794459109
5,15,47.74000600000036,-0.2967488603731334
5,16,37.13006800000008,-0.45304232606458184
5,17,30.714333999999976,-0.5475515778447947
5,18,34.538579999999996,-0.49121716184758096
5,19,36.58815900000005,-0.46102510934751806
5,20,39.43176300000012,-0.4191363891482045
5,21,42.56158200000026,-0.37303147708397266
5,22,41.64808900000022,-0.3864880106523008
5,23,38.81110100000011,-0.4282792715102866
5,24,35.08822900000004,-0.4831203617415065
5,25,34.44657099999997,-0.4925725331499211
5,26,40.00437300000013,-0.4107013538643433
5,27,28.670697999999987,-0.5776560848694162
5,28,31.909854999999972,-0.5299405305043766
5,29,37.789969000000085,-0.4433214196555858
5,30,48.386997000000434,-0.2872181293112569
5,31,42.19480800000018,-0.37843437195343615
5,32,38.033199000000074,-0.4397384336230446
5,33,43.78996300000022,-0.3549363738251679
5,34,36.82556200000009,-0.45752796001115503
5,35,37.8014080000001,-0.4431529133972036
5,36,36.44553300000003,-0.4631261123729561
5,37,31.29142599999997,-0.5390505188656747
5,38,41.40914400000016,-0.3900078749681574
5,39,29.533206999999976,-0.5649505892482297
6,0,31.40080099999997,-0.5374393315232038
6,1,43.14130500000025,-0.3644916612234992
6,2,40.354451000000175,-0.40554440536169073
6,3,41.96393200000022,-0.3818353729946271
6,4,47.557546000000336,-0.29943665230462874
6,5,45.21535600000033,-0.3339391152226821
6,6,48.823660000000366,-0.28078570966759714
6,7,49.48890500000039,-0.2709860815657261
6,8,36.479568000000086,-0.46262474769911766
6,9,47.14783500000039,-0.30547204592539245
6,10,43.22337800000031,-0.3632826557034195
6,11,34.11914200000002,-0.49739584250176433
6,12,41.87433500000021,-0.3831552134730124
6,13,46.727551000000354,-0.31166318888350103
6,14,42.01988200000021,-0.3810111816180673
6,15,49.19745200000047,-0.2752794336528125
6,16,41.20044300000025,-0.3930822192841427
6,17,45.0187250000003,-0.3368356581103388
6,18,46.37351700000035,-0.3168784126513125
6,19,44.96479400000032,-0.337630107889235
6,20,52.093205000000516,-0.23262251405946477
6,21,54.13220500000061,-0.20258629928187896
6,22,38.90682100000016,-0.4268692340024338
6,23,38.50959900000007,-0.4327206539663299
6,24,46.55002500000036,-0.31427829877295926
6,25,41.18610100000015,-0.39329348921663076
6,26,37.48068500000007,-0.44787743763070637
6,27,44.29997500000028,-0.3474234606465768
6,28,36.41464400000004,-0.4635811337747534
6,29,43.79638600000024,-0.3548417575389899
6,30,36.75718400000008,-0.45853522646238704
6,31,42.51358800000029,-0.37373846977256237
6,32,40.69571900000015,-0.40051723569777903
6,33,37.40569200000005,-0.4489821486924111
6,34,33.863445000000006,-0.50116247811235
6,35,43.607568000000235,-0.3576232082510419
6,36,40.59482600000015,-0.40200347592218066
6,37,40.612398000000205,-0.4017446253257739
6,38,33.33906399999998,-0.5088870589565312
6,39,36.82678800000005,-0.45750989998206426
7,0,46.6111160000003,-0.31337837606723307
7,1,31.40080099999997,-0.5374393315232038
7,2,43.14130500000025,-0.3644916612234992
7,3,46.034316000000345,-0.32187513363648734
7,4,40.6842350000002,-0.4006864048446669
7,5,42.820982000000235,-0.3692102931147207
7,6,46.363645000000325,-0.3170238356588088
7,7,43.484018000000226,-0.3594432054730972
7,8,47.32642100000032,-0.3028413213288904
7,9,47.18579900000034,-0.3049128037195001
7,10,47.07155900000038,-0.3065956566749635
7,11,44.36586400000024,-0.3464528592951893
7,12,42.82043000000026,-0.3692184245470682
7,13,37.65667300000007,-0.4452849837973187
7,14,51.03221300000054,-0.24825183411306861
7,15,44.791451000000286,-0.3401835986092898
7,16,39.495724000000145,-0.41819418888661064
7,17,45.37275500000033,-0.3316204932659498
7,18,45.78271300000035,-0.3255814611238264
7,19,48.61746700000042,-0.28382310899748087
7,20,38.36229800000014,-0.4348905237421764
7,21,44.144588000000276,-0.34971244412163555
7,22,46.70581400000036,-0.3119833934939082
7,23,42.53591500000024,-0.37340957395729135
7,24,48.38208200000043,-0.2872905314670352
7,25,48.41989800000042,-0.2867334694277861
7,26,45.95496100000037,-0.32304410069076617
7,27,45.14883900000031,-0.3349189675514517
7,28,45.553378000000336,-0.3289597619163805
7,29,43.18542300000019,-0.3638417653316131
7,30,35.78958600000002,-0.4727887729785042
7,31,39.147825000000076,-0.4233190388546876
7,32,40.108279000000145,-0.4091707295717096
7,33,42.04215600000023,-0.3806830665381474
7,34,45.52608700000028,-0.32936178169936076
7,35,39.47524800000011,-0.41849581788797746
7,36,39.89326600000009,-0.41233805504889176
7,37,46.22262200000038,-0.3191012251225546
7,38,44.190198000000315,-0.3490405697930397
7,39,32.60663099999998,-0.5196764237913475
8,0,46.6111160000003,-0.31337837606723307
8,1,31.40080099999997,-0.5374393315232038
8,2,48.41722900000036,-0.28677278608165724
8,3,48.358808000000344,-0.2876333774026586
8,4,48.76818200000037,-0.2816029480802654
8,5,47.96656200000035,-0.29341149662857724
8,6,48.60254400000038,-0.2840429375571312
8,7,57.71456700000066,-0.1498150415854304
8,8,46.27907500000034,-0.31826962412557674
8,9,45.8465930000003,-0.3246404540615456
8,10,38.27184500000008,-0.4362229738330438
8,11,46.86301600000035,-0.30966767351574953
8,12,50.59033000000053,-0.2547611488234971
8,13,42.62494200000024,-0.3720981300666567
8,14,33.61052399999997,-0.5048882208675058
8,15,43.89919500000024,-0.3533272929950621
8,16,46.930518000000376,-0.3086733112941128
8,17,44.65297900000025,-0.3422234096601396
8,18,40.803559000000156,-0.39892866021881146
8,19,44.31227700000033,-0.34724224165972284
8,20,49.94212300000045,-0.2643097926059081
8,21,47.76771300000042,-0.29634071255418093
8,22,38.30404500000012,-0.43574864027941973
8,23,40.88893100000017,-0.3976710576057696
8,24,48.29984900000037,-0.2885018939240273
8,25,48.434635000000405,-0.28651638080729724
8,26,51.50832600000052,-0.2412382822119408
8,27,43.38921500000021,-0.36083973478627024
8,28,46.76602600000036,-0.31109641921034376
8,29,45.7997900000003,-0.325329902300994
8,30,47.93564500000039,-0.2938669304943337
8,31,48.26102100000041,-0.2890738635892469
8,32,43.97697000000024,-0.35218160069279303
8,33,46.763291000000386,-0.31113670810068994
8,34,44.1077360000003,-0.35025530561598706
8,35,40.722462000000135,-0.40012328842372485
8,36,48.07043000000034,-0.29188143210846057
8,37,42.40851800000017,-0.3752862407812354
8,38,41.1656960000002,-0.39359407232724136
8,39,35.491152000000035,-0.47718496116925124
9,0,46.6111160000003,-0.31337837606723307
9,1,31.40080099999997,-0.5374393315232038
9,2,41.916271000000215,-0.3825374603082684
9,3,43.91252000000028,-0.3531310043428245
9,4,45.08230600000026,-0.3358990555739129
9,5,49.90383900000043,-0.26487374868562635
9,6,47.28687300000042,-0.3034238972102151
9,7,45.983228000000295,-0.32262770359262205
9,8,39.34919500000009,-0.4203526864418565
9,9,46.03105000000031,-0.32192324461121247
9,10,48.606081000000394,-0.2839908345205109
9,11,43.528185000000256,-0.3587925877692804
9,12,48.226768000000334,-0.2895784395896289
9,13,51.1667100000005,-0.2462705782136377
9,14,40.09458700000014,-0.40937242444798955
9,15,47.33979900000034,-0.3026442519413009
9,16,51.62966200000048,-0.23945089910441178
9,17,44.9878910000003,-0.33728986931507243
9,18,41.211840000000194,-0.3929143317217011
9,19,41.96002300000021,-0.3818929559095687
9,20,50.17199400000045,-0.26092359607469756
9,21,46.93909600000033,-0.3085469500138966
9,22,43.27382600000023,-0.3625395134949364
9,23,44.98389000000034,-0.3373488074687379
9,24,42.678133000000166,-0.3713145811209812
9,25,47.26546700000036,-0.3037392259073856
9,26,49.47360000000044,-0.2712115373122536
9,27,49.09062300000041,-0.2768531162366654
9,28,49.4754380000004,-0.27118446199947277
9,29,43.61429600000026,-0.3575240990538745
9,30,44.15932900000032,-0.349495296577723
9,31,50.090538000000464,-0.2621235126568077
9,32,44.949623000000265,-0.3378535897010998
9,33,48.14703300000042,-0.2907530043690738
9,34,49.25171900000042,-0.2744800343064006
9,35,43.60107300000024,-0.35771888515883016
9,36,39.220306000000086,-0.4222513317025079
9,37,46.78639400000032,-0.3107963811413939
9,38,41.38933700000022,-0.3902996490270578
9,39,44.580654000000315,-0.3432888187988286
10,0,46.6111160000003,-0.31337837606723307
10,1,31.40080099999997,-0.5374393315232038
10,2,43.407238000000284,-0.3605742405739414
10,3,52.3160380000005,-0.22933999329068935
10,4,48.711359000000435,-0.28243999949385284
10,5,50.135528000000456,-0.26146077145874824
10,6,48.8306770000004,-0.2806823432531315
10,7,48.10186700000039,-0.29141833819773755
10,8,46.857532000000376,-0.30974845752842217
10,9,42.04209400000021,-0.3806839798512013
10,10,43.49167400000026,-0.35933042604183774
10,11,56.26885900000063,-0.1711115575215133
10,12,49.92478600000043,-0.2645651814512242
10,13,47.60091800000041,-0.2987977456310948
10,14,44.78429900000025,-0.34028895368927525
10,15,45.04040300000027,-0.3365163226204185
10,16,45.98801000000033,-0.32255726064065177
10,17,52.532285000000535,-0.22615448993757056
10,18,48.62634200000036,-0.28369237265312114
10,19,43.202064000000235,-0.36359662916186564
10,20,47.8956320000004,-0.2944563562235614
10,21,51.6844220000005,-0.23864423744613752
10,22,50.01529000000045,-0.26323198008671655
10,23,39.686487000000156,-0.415384086660217
10,24,51.82144200000046,-0.23662581559776905
10,25,43.002511000000254,-0.36653621560988464
10,26,52.2520580000005,-0.2302824734385412
10,27,51.22597700000048,-0.24539752458871245
10,28,44.30945000000027,-0.347283885788795
10,29,37.26331800000005,-0.45107943954221197
10,30,46.749687000000385,-0.31133710666166803
10,31,46.23623400000031,-0.318900708714732
10,32,39.42177100000013,-0.41928357985838466
10,33,44.967887000000296,-0.33758454535254717
10,34,48.86912800000041,-0.28011592712051103
10,35,44.26201900000025,-0.34798258500562484
10,36,47.763047000000356,-0.2964094467268901
10,37,44.253884000000276,-0.34810242051676504
10,38,49.95558400000044,-0.2641115005572956
10,39,50.03979200000047,-0.2628710446602914
11,0,46.6111160000003,-0.31337837606723307
11,1,31.40080099999997,-0.5374393315232038
11,2,45.67266500000036,-0.32720256233218514
11,3,51.639074000000484,-0.23931225229053893
11,4,50.27489000000047,-0.2594078499463235
11,5,40.26803100000016,-0.406817445911509
11,6,48.563750000000375,-0.2846144063732576
11,7,45.93789200000028,-0.32329554166675495
11,8,49.794199000000425,-0.2664888397048586
11,9,42.83941600000023,-0.36893874452069925
11,10,41.437581000000165,-0.38958897362454276
11,11,37.493367000000035,-0.4476906209186866
11,12,41.20851200000016,-0.3929633560094798
11,13,47.11673000000034,-0.30593024919202233
11,14,40.64833500000019,-0.4012152425643901
11,15,47.00227400000037,-0.3076162840123177
11,16,47.19333900000041,-0.30480173306750147
11,17,43.681016000000234,-0.35654125636139794
11,18,47.659439000000326,-0.2979356812245247
11,19,48.99557400000037,-0.2782532693403417
11,20,47.850426000000354,-0.2951222792864534
11,21,46.3108980000003,-0.3178008441045538
11,22,37.05899900000004,-0.45408923324850986
11,23,48.721000000000465,-0.28229797931402373
11,24,47.762861000000356,-0.2964121866660508
11,25,51.23812100000045,-0.2452186330770607
11,26,49.54504900000043,-0.27015903240315925
11,27,46.744489000000364,-0.3114136776496104
11,28,48.26744800000032,-0.2889791883796477
11,29,45.45162900000027,-0.3304586117532645
11,30,49.496630000000394,-0.2708722857054236
11,31,46.97031300000039,-0.308087096891428
11,32,46.56591300000031,-0.3140442549375572
11,33,48.80862600000041,-0.28100717335222924
11,34,47.18047000000037,-0.3049913044495387
11,35,48.28497200000038,-0.2887210448643146
11,36,53.74435200000056,-0.20829970585869698
11,37,38.818209000000074,-0.42817456458795305
11,38,48.26876500000041,-0.2889597878426861
11,39,45.51170700000034,-0.3295736114043631
12,0,45.30371500000029,-0.33263751154365734
12,1,48.80481400000037,-0.2810633273741681
12,2,46.6111160000003,-0.31337837606723307
12,3,44.526257000000264,-0.34409013315648324
12,4,31.40080099999997,-0.5374393315232038
12,5,46.0694010000003,-0.3213583015641626
12,6,36.298184000000035,-0.46529668922987727
12,7,38.902346000000115,-0.4269351545817035
12,8,44.9872770000003,-0.3372989140604739
12,9,51.47378500000054,-0.24174710069876376
12,10,40.39151600000011,-0.40499840619507516
12,11,43.846715000000295,-0.3541003683023333
12,12,47.921248000000354,-0.2940790106238845
12,13,50.52877200000047,-0.25566795083883803
12,14,46.09253300000035,-0.32101754741004945
12,15,53.863173000000536,-0.2065493708532597
12,16,43.02598200000022,-0.36619046769568964
12,17,42.00092600000022,-0.3812904197187654
12,18,53.8536100000005,-0.2066902420263441
12,19,48.39508500000036,-0.28709898615033547
12,20,48.068652000000434,-0.29190762356989847
12,21,52.69477600000056,-0.22376085846360036
12,22,52.92451200000051,-0.22037665059791045
12,23,52.578823000000526,-0.22546894537488346
12,24,45.48893700000031,-0.32990903298871155
12,25,44.057552000000236,-0.3509945588785669
12,26,55.58348300000063,-0.18120773247953276
12,27,46.28371600000028,-0.3182012582242619
12,28,50.24508000000051,-0.2598469767548171
12,29,42.06430300000016,-0.3803568222769032
12,30,48.61019100000035,-0.2839302907035739
12,31,50.16826700000044,-0.2609784979739013
12,32,38.92927700000007,-0.4265384379067777
12,33,47.55046000000033,-0.2995410351481374
12,34,44.03559100000024,-0.35131806320065145
12,35,42.74148800000023,-0.3703813077579426
12,36,46.650022000000334,-0.3128052573952676
12,37,47.693007000000435,-0.2974411958602985
12,38,39.42976900000006,-0.41916576247447634
12,39,42.506598000000245,-0.37384143845392415
13,0,45.30371500000029,-0.33263751154365734
13,1,48.80481400000037,-0.2810633273741681
13,2,42.3250240000002,-0.3765161788472672
13,3,49.842783000000445,-0.2657731558114036
13,4,50.11565900000043,-0.26175345883070344
13,5,48.479255000000386,-0.2858590900258479
13,6,44.398608000000245,-0.3459705121560636
13,7,44.537854000000266,-0.3439192994229002
13,8,47.075412000000384,-0.3065388986879414
13,9,45.40595800000034,-0.3311313846640565
13,10,49.477674000000476,-0.2711515238061207
13,11,49.432050000000466,-0.2718236043666959
13,12,51.473041000000464,-0.24175806045540763
13,13,42.367009000000195,-0.37589770387059396
13,14,48.031365000000385,-0.2924568929864817
13,15,48.418949000000374,-0.28674744900984855
13,16,43.29667600000022,-0.3622029134421323
13,17,51.17190500000053,-0.2461940514182623
13,18,49.329566000000405,-0.2733332813825212
13,19,44.63645700000022,-0.34246679285805826
13,20,49.99110800000046,-0.2635882016393165
13,21,44.39115200000025,-0.34608034541618216
13,22,51.73778400000047,-0.23785816952413635
13,23,41.968114000000156,-0.3817737685560798
13,24,51.71833000000051,-0.23814474359097387
13,25,46.48641600000032,-0.315215313773346
13,26,48.66521900000046,-0.28311968117597003
13,27,50.230007000000434,-0.2600690149428234
13,28,49.639178000000406,-0.2687724316867304
13,29,49.13654100000038,-0.27617670480451434
13,30,45.3763460000003,-0.3315675947631223
13,31,48.06451600000034,-0.29196855038908576
13,32,44.29677400000025,-0.3474706141156813
13,33,41.20896600000016,-0.39295666820099084
13,34,49.487583000000384,-0.27100555575696506
13,35,49.886307000000464,-0.26513201004780373
13,36,48.556870000000444,-0.2847157546604904
13,37,42.33240800000017,-0.3764074062087597
13,38,48.50037100000039,-0.28554803327683187
13,39,44.900330000000295,-0.3385797177712472
14,0,47.05387800000034,-0.30685611293464166
14,1,45.30371500000029,-0.33263751154365734
14,2,46.56165200000031,-0.314107023113706
14,3,48.80481400000037,-0.2810633273741681
14,4,47.32638900000032,-0.302841792716273
14,5,49.02068700000037,-0.2778833333610825
14,6,49.28560900000038,-0.2739808056066404
14,7,48.170485000000355,-0.2904075363411376
14,8,52.653578000000536,-0.22436774025683606
14,9,49.44532900000043,-0.27162799333382176
14,10,43.28315700000022,-0.36240205988037555
14,11,41.41916200000022,-0.38986030125572796
14,12,48.09180300000034,-0.29156658952952913
14,13,37.454908000000025,-0.44825715489815277
14,14,41.441883000000175,-0.38952560148331006
14,15,36.41733300000003,-0.4635415225037693
14,16,46.7065770000003,-0.31197215385100796
14,17,44.97146700000025,-0.33753180888913253
14,18,44.13300100000027,-0.34988313054666154
14,19,55.46677200000057,-0.1829269853794389
14,20,42.613169000000205,-0.3722715564308438
14,21,44.98045400000024,-0.3373994226889335
14,22,46.57911700000029,-0.3138497487188605
14,23,50.700935000000435,-0.2531318425285133
14,24,48.47336900000034,-0.28594579584251406
14,25,47.431806000000364,-0.3012889101006722
14,26,34.962567000000014,-0.48497147053080597
14,27,52.933410000000535,-0.22024557544386844
14,28,50.434082000000465,-0.25706281556531657
14,29,45.71457800000029,-0.32658514797712346
14,30,44.50839200000025,-0.34435329989361024
14,31,46.644228000000325,-0.3128906079732085
14,32,48.01983700000033,-0.292626710291022
14,33,53.822290000000564,-0.20715161242694832
14,34,48.64059900000038,-0.2834823548433691
14,35,53.4789480000005,-0.21220933388558852
14,36,52.052486000000506,-0.23322233977281875
14,37,43.70962000000024,-0.3561198949648809
14,38,47.94636900000038,-0.29370895679777925
14,39,50.070094000000445,-0.2624246702707918
15,0,47.05387800000034,-0.30685611293464166
15,1,47.94292900000033,-0.2937596309413969
15,2,45.30371500000029,-0.33263751154365734
15,3,38.92398100000007,-0.42661645251857866
15,4,40.16249900000012,-0.40837202257551547
15,5,45.24373900000024,-0.33352100934527673
15,6,46.199478000000276,-0.3194421560469369
15,7,47.844835000000344,-0.29520463950068676
15,8,49.7778540000004,-0.2667296155413178
15,9,46.79350900000035,-0.3106915711030696
15,10,50.058814000000424,-0.2625908343231173
15,11,49.28560900000038,-0.2739808056066404
15,12,52.380712000000486,-0.2283872899289802
15,13,44.916869000000254,-0.33833608414878263
15,14,52.13602900000043,-0.2319916798948583
15,15,44.94970300000032,-0.33785241123264276
15,16,40.017531000000076,-0.4105075252650094
15,17,45.87176900000029,-0.3242695900383773
15,18,44.50094800000024,-0.3444629563834604
15,19,42.67696100000017,-0.3713318456838646
15,20,34.33751999999999,-0.49417894769514414
15,21,49.5450410000004,-0.2701591502500053
15,22,44.284932000000296,-0.3476450569089107
15,23,43.2335980000002,-0.36313210635814064
15,24,49.06086800000038,-0.2772914328480965
15,25,51.89094000000049,-0.23560205058814987
15,26,41.11790700000013,-0.39429804519041356
15,27,48.800629000000384,-0.28112497600528324
15,28,47.97736900000035,-0.29325230027099936
15,29,44.63571000000025,-0.34247779680726764
15,30,37.13752200000005,-0.4529325222661752
15,31,48.43162000000037,-0.2865607943372411
15,32,46.30783700000034,-0.3178459352538588
15,33,44.220911000000235,-0.3485881410218472
15,34,39.79537000000011,-0.4137801468987523
15,35,43.814113000000226,-0.35458062365995024
15,36,45.168351000000285,-0.334631539094983
15,37,45.49542900000034,-0.3298134002734899
15,38,41.06706100000013,-0.3950470502794675
15,39,51.89661800000054,-0.23551840878946986
16,0,47.05387800000034,-0.30685611293464166
16,1,47.94292900000033,-0.2937596309413969
16,2,45.90965300000033,-0.3237115263009397
16,3,46.03715500000031,-0.32183331273714816
16,4,44.12212700000025,-0.35004331387157184
16,5,47.80212300000039,-0.2958338238094551
16,6,41.19228300000014,-0.39320242306667746
16,7,47.09691600000039,-0.3062221263669127
16,8,45.539073000000265,-0.3291704868072071
16,9,41.99581800000017,-0.381365664929695
16,10,50.73674000000045,-0.25260440424008174
16,11,44.787461000000256,-0.3402423747235436
16,12,49.46335300000041,-0.2713624843906385
16,13,43.173305000000234,-0.3640202738410165
16,14,50.979079000000446,-0.24903454339997147
16,15,45.555155000000305,-0.32893358518579746
16,16,39.969914000000095,-0.4112089644209994
16,17,48.075574000000344,-0.2918056565867264
16,18,50.56996000000042,-0.25506121635416046
16,19,45.098345000000265,-0.33566278737929894
16,20,34.50854499999999,-0.4916596030986084
16,21,50.73139200000047,-0.252683184856379
16,22,44.02841800000022,-0.3514237276286064
16,23,48.08815900000035,-0.2916202687677092
16,24,48.651967000000376,-0.28331489447574204
16,25,45.91183200000035,-0.32367942776636344
16,26,43.870173000000214,-0.3537548118892631
16,27,49.85268700000042,-0.2656272614165255
16,28,47.83749500000036,-0.29531276398154355
16,29,44.0555250000002,-0.3510244183230765
16,30,47.35720600000031,-0.3023878319360863
16,31,46.46326300000038,-0.3155563772754272
16,32,41.96158500000016,-0.38186994631296195
16,33,44.18838000000026,-0.3490673504887079
16,34,46.52817400000028,-0.3146001827009178
16,35,33.371895,-0.5084034302329591
